---------------------- EXTPTFM INPUT FILE --------------------------------------
Comment describing the model
---------------------- SIMULATION CONTROL --------------------------------------
False          Echo         - Echo input data to <RootName>.ech (flag)
"default"     DT           - Communication interval for controllers (s) (or "default")
   3          IntMethod    - Integration Method {1:RK4; 2:AB4, 3:ABM4} (switch)
---------------------- REDUCTION INPUTS ----------------------------------------
   1          FileFormat    - File Format {0:Guyan; 1:FlexASCII} (switch)
"ExtPtfm_SE.dat"   Red_FileName    - Path of the file containing Guyan/Craig-Bampton inputs (-) 
"NA"         RedCst_FileName - Path of the file containing Guyan/Craig-Bampton constant inputs (-) (currently unused)
-1           NActiveDOFList - Number of active CB mode listed in ActiveDOFList, use -1 for all modes (integer)
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25     ActiveDOFList  - List of CB modes index that are active, [unused if NActiveDOFList<=0]
0          NInitPosList   - Number of initial positions listed in InitPosList, using 0 implies all DOF initialized to 0  (integer)
0,         InitPosList    - List of initial positions for the CB modes  [unused if NInitPosList<=0 or EquilStart=True]
0          NInitVelList   - Number of initial positions listed in InitVelList, using 0 implies all DOF initialized to 0  (integer)
0,         InitVelList    - List of initial velocities for the CB modes  [unused if NInitVelPosList<=0 or EquilStart=True]
---------------------- OUTPUT --------------------------------------------------
True          SumPrint      - Print summary data to <RootName>.sum (flag)
         1    OutFile      - Switch to determine where output will be placed: {1: in module output file only; 2: in glue code output file only; 3: both} (currently unused)
True          TabDelim     - Use tab delimiters in text tabular output file? (flag) (currently unused)
"ES10.3E2"    OutFmt       - Format used for text tabular output (except time).  Resulting field should be 10 characters. (quoted string) (currently unused)
          0   TStart       - Time to begin tabular output (s) (currently unused)
              OutList      - The next line(s) contains a list of output parameters.  See OutListParameters.xlsx for a listing of available output channels, (-)
"IntrfFx"                  - Platform interface force  - Directed along the x-direction  (N)
"IntrfFy"                  - Platform interface force  - Directed along the y-direction  (N)
"IntrfFz"                  - Platform interface force  - Directed along the z-direction  (N)
"IntrfMx"                  - Platform interface moment - Directed along the x-direction  (Nm)
"IntrfMy"                  - Platform interface moment - Directed along the y-direction  (Nm)
"IntrfMz"                  - Platform interface moment - Directed along the z-direction  (Nm)
"InpF_Fx"                  - Reduced Input force at interface point - Directed along the x-direction  (N)
"InpF_Fy"                  - Reduced Input force at interface point - Directed along the y-direction  (N)
"InpF_Fz"                  - Reduced Input force at interface point - Directed along the z-direction  (N)
"InpF_Mx"                  - Reduced Input moment at interface point - Directed along the x-direction  (Nm)
"InpF_My"                  - Reduced Input moment at interface point - Directed along the y-direction  (Nm)
"InpF_Mz"                  - Reduced Input moment at interface point - Directed along the z-direction  (Nm)
"CBQ_001"                  - Modal displacement of internal Craig-Bampton mode number XXX  (-)
"CBQ_002"                  - Modal displacement of internal Craig-Bampton mode number XXX  (-)
"CBQ_003"                  - Modal displacement of internal Craig-Bampton mode number XXX  (-)
"CBQ_004"                  - Modal displacement of internal Craig-Bampton mode number XXX  (-)
"CBQ_005"                  - Modal displacement of internal Craig-Bampton mode number XXX  (-)
"CBQ_006"                  - Modal displacement of internal Craig-Bampton mode number XXX  (-)
"CBQ_007"                  - Modal displacement of internal Craig-Bampton mode number XXX  (-)
